»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Hysteresis ««««««««««««««««««««««««««««««««««««
»»»  Executed Version:	5.51.0
»»»  Vision Version:	5.51.3 (R)
»»»  Vision Compiled:	8/27/25
»»»  Driver Version:	5.51.0
»»»  Windows Version:	Windows 7
»»»  Processor Information:	x86 (AMD or Intel) - 2 Processors
»»»  Tester Name:	PMF20724-485 (500V)
»»»  Tester S/N:	PMF20724-485
»»»  Internal Amp Type:	500V Rev D Slow
»»»  Internal Amp S/N:	  iAB5-000/D   
»»»  Execution Count:	1
»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»««««««««««««««««««««««««««««««««««««««««««

Stored:	3/12/2026 - 12:49:55
Configured:	03/09/26 06:20:57 PM
Executed:	03/12/26 12:49:33 PM

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Sample Info ««««««««««««««««««««««««««««««««««««
Sample Name:	
Lot Name:	
Wafer Name:	
Die Row/Column:	0/0
Capacitor Number:	0
Sample Area (cm2):	3.14e-06
Sample Thickness (microns):	8.00e-02

Amplifier:	Internal

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Tester Info «««««««««««««««««««««««««««««««««««
Tester Name:	PMF20724-485 (500V)
Tester Serial Number:	PMF20724-485
Return Signal Amp. Level:	100.0 [Index: 0]

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Hysteresis Info ««««««««««««««««««««««««««««««««««
Task Name:	'
Volts:	0.75
Field:	93.75 (kV/cm)
DCBias:	0.25
DCField:	31.25 (kV/cm)
Hysteresis Period (ms):	2.00e+00
Preset:	Enabled
Preset Delay (ms):	1.00e+03
Profile:	Double Bipolar

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Data «««««««««««««««««««««««««««««««««««««««
Points:	2001

Valid Data

Point	Time (ms)	Drive Voltage	Measured Polarization (uC/cm2)	Capacitance (uF)	Normalized Capacitance (uF/cm2)	Dielectric Constant	Instantaneous Current (mA)
1195	1.1940e+00	0.8269	13.502696	0.000033	10.593086	0.957076	0.000109
1196	1.1950e+00	0.8294	13.534183	0.000030	9.637319	0.870723	0.000099
1197	1.1960e+00	0.8338	13.566711	0.000031	9.955908	0.899507	0.000102
1198	1.1970e+00	0.8367	13.595856	0.000028	8.920493	0.805959	0.000092
1199	1.1980e+00	0.8392	13.629685	0.000033	10.354144	0.935488	0.000106
1200	1.1990e+00	0.8436	13.665335	0.000034	10.911675	0.985860	0.000112
1201	1.2000e+00	0.8443	13.700465	0.000034	10.752380	0.971468	0.000110
1202	1.2010e+00	0.8512	13.729870	0.000028	9.000141	0.813155	0.000092
1203	1.2020e+00	0.8508	13.760837	-0.000030	-9.478024	-0.856331	0.000097
1204	1.2030e+00	0.8550	13.788160	0.000026	8.362963	0.755586	0.000086
1205	1.2040e+00	0.8582	13.825372	0.000036	11.389559	1.029037	0.000117
1206	1.2050e+00	0.8615	13.851655	0.000025	8.044374	0.726802	0.000083
1207	1.2060e+00	0.8637	13.883662	0.000031	9.796613	0.885115	0.000101
1208	1.2070e+00	0.8678	13.918532	0.000034	10.672733	0.964272	0.000110
1209	1.2080e+00	0.8698	13.956264	0.000036	11.548853	1.043429	0.000119
1210	1.2090e+00	0.8730	13.987231	0.000030	9.478024	0.856331	0.000097
1211	1.2100e+00	0.8772	14.019498	0.000031	9.876261	0.892311	0.000101
1212	1.2110e+00	0.8820	14.045520	0.000025	7.964726	0.719606	0.000082
1213	1.2120e+00	0.8820	14.080130	0.000033	10.593086	0.957076	0.000109
1214	1.2130e+00	0.8868	14.109795	0.000029	9.079788	0.820351	0.000093
1215	1.2140e+00	0.8886	14.144665	0.000034	10.672733	0.964272	0.000110
1216	1.2150e+00	0.8915	14.174591	0.000029	9.159435	0.827547	0.000094
1217	1.2160e+00	0.8955	14.202695	0.000027	8.601904	0.777174	0.000088
1218	1.2170e+00	0.8978	14.232360	0.000029	9.079788	0.820351	0.000093
1219	1.2180e+00	0.9000	14.258643	0.000025	8.044374	0.726802	0.000083
1220	1.2190e+00	0.9032	14.285706	0.000026	8.283315	0.748390	0.000085
1221	1.2200e+00	0.9028	14.314070	-0.000027	-8.681552	-0.784370	0.000089
1222	1.2210e+00	0.9113	14.346858	0.000032	10.035555	0.906703	0.000103
1223	1.2220e+00	0.9121	14.382249	0.000034	10.832028	0.978664	0.000111
1224	1.2230e+00	0.9161	14.415557	0.000032	10.194850	0.921096	0.000105
1225	1.2240e+00	0.9182	14.438196	0.000022	6.929312	0.626057	0.000071
1226	1.2250e+00	0.9217	14.467602	0.000028	9.000141	0.813155	0.000092
1227	1.2260e+00	0.9273	14.499349	0.000031	9.716966	0.877919	0.000100
1228	1.2270e+00	0.9270	14.527193	-0.000027	-8.522257	-0.769978	0.000087
1229	1.2280e+00	0.9298	14.556858	0.000029	9.079788	0.820351	0.000093
1230	1.2290e+00	0.9326	14.583921	0.000026	8.283315	0.748390	0.000085
1231	1.2300e+00	0.9355	14.614627	0.000030	9.398377	0.849135	0.000096
1232	1.2310e+00	0.9377	14.640650	0.000025	7.964726	0.719606	0.000082
1233	1.2320e+00	0.9421	14.668233	0.000027	8.442610	0.762782	0.000087
1234	1.2330e+00	0.9460	14.691914	0.000023	7.247901	0.654841	0.000074
1235	1.2340e+00	0.9486	14.724181	0.000031	9.876261	0.892311	0.000101
1236	1.2350e+00	0.9493	14.741096	0.000016	5.177072	0.467744	0.000053
1237	1.2360e+00	0.9545	14.783252	0.000041	12.902857	1.165762	0.000132
1238	1.2370e+00	0.9560	14.813177	0.000029	9.159435	0.827547	0.000094
1239	1.2380e+00	0.9585	14.842843	0.000029	9.079788	0.820351	0.000093
1240	1.2390e+00	0.9637	14.868865	0.000025	7.964726	0.719606	0.000082
1241	1.2400e+00	0.9678	14.897750	0.000028	8.840846	0.798763	0.000091
1242	1.2410e+00	0.9698	14.926635	0.000028	8.840846	0.798763	0.000091
1243	1.2420e+00	0.9713	14.952136	0.000025	7.805432	0.705214	0.000080
1244	1.2430e+00	0.9783	14.977638	0.000025	7.805432	0.705214	0.000080
1245	1.2440e+00	0.9779	15.009906	-0.000031	-9.876261	-0.892311	0.000101
1246	1.2450e+00	0.9803	15.034367	0.000024	7.486843	0.676430	0.000077
1247	1.2460e+00	0.9841	15.059869	0.000025	7.805432	0.705214	0.000080
1248	1.2470e+00	0.9872	15.086671	0.000026	8.203668	0.741194	0.000084
1249	1.2480e+00	0.9905	15.110872	0.000023	7.407195	0.669234	0.000076
1250	1.2490e+00	0.9933	15.133772	0.000022	7.008959	0.633253	0.000072
1251	1.2500e+00	0.9966	15.158753	0.000024	7.646137	0.690822	0.000078
1252	1.2510e+00	0.9904	15.183995	-0.000024	-7.725784	-0.698018	0.000079
1253	1.2520e+00	0.9887	15.197266	-0.000013	-4.062010	-0.366999	0.000042
1254	1.2530e+00	0.9859	15.195445	0.000002	0.557531	0.050372	-0.000006
1255	1.2540e+00	0.9874	15.197266	0.000002	0.557531	0.050372	0.000006
1256	1.2550e+00	0.9843	15.193103	0.000004	1.274356	0.115137	-0.000013
1257	1.2560e+00	0.9780	15.182173	0.000011	3.345185	0.302234	-0.000034
1258	1.2570e+00	0.9759	15.176448	0.000006	1.752240	0.158313	-0.000018
1259	1.2580e+00	0.9733	15.163177	0.000013	4.062010	0.366999	-0.000042
1260	1.2590e+00	0.9698	15.149125	0.000014	4.300952	0.388587	-0.000044
1261	1.2600e+00	0.9652	15.135854	0.000013	4.062010	0.366999	-0.000042
1262	1.2610e+00	0.9663	15.121021	-0.000014	-4.539894	-0.410175	-0.000047
1263	1.2620e+00	0.9605	15.108010	0.000013	3.982363	0.359803	-0.000041
1264	1.2630e+00	0.9551	15.088233	0.000019	6.053192	0.546901	-0.000062
1265	1.2640e+00	0.9552	15.080426	-0.000008	-2.389418	-0.215882	-0.000025
1266	1.2650e+00	0.9492	15.067935	0.000012	3.823069	0.345411	-0.000039
1267	1.2660e+00	0.9463	15.048939	0.000018	5.814250	0.525312	-0.000060
1268	1.2670e+00	0.9422	15.027861	0.000020	6.451428	0.582881	-0.000066
1269	1.2680e+00	0.9401	15.016932	0.000011	3.345185	0.302234	-0.000034
1270	1.2690e+00	0.9381	15.002099	0.000014	4.539894	0.410175	-0.000047
1271	1.2700e+00	0.9378	14.983623	0.000018	5.654956	0.510920	-0.000058
1272	1.2710e+00	0.9311	14.963586	0.000019	6.132839	0.554097	-0.000063
1273	1.2720e+00	0.9330	14.952397	-0.000011	-3.424832	-0.309431	-0.000035
1274	1.2730e+00	0.9283	14.938345	0.000014	4.300952	0.388587	-0.000044
1275	1.2740e+00	0.9234	14.915705	0.000022	6.929312	0.626057	-0.000071
1276	1.2750e+00	0.9219	14.896969	0.000018	5.734603	0.518116	-0.000059
1277	1.2760e+00	0.9151	14.879014	0.000017	5.495661	0.496528	-0.000056
1278	1.2770e+00	0.9162	14.859497	-0.000019	-5.973545	-0.539704	-0.000061
1279	1.2780e+00	0.9115	14.839980	0.000019	5.973545	0.539704	-0.000061
1280	1.2790e+00	0.9077	14.838159	0.000002	0.557531	0.050372	-0.000006
1281	1.2800e+00	0.9067	14.806932	0.000030	9.557672	0.863527	-0.000098
1282	1.2810e+00	0.9055	14.790278	0.000016	5.097425	0.460548	-0.000052
1283	1.2820e+00	0.9002	14.770761	0.000019	5.973545	0.539704	-0.000061
1284	1.2830e+00	0.9000	14.756189	0.000014	4.460247	0.402979	-0.000046
1285	1.2840e+00	0.8941	14.740836	0.000015	4.699189	0.424568	-0.000048
1286	1.2850e+00	0.8909	14.722099	0.000018	5.734603	0.518116	-0.000059
1287	1.2860e+00	0.8899	14.706226	0.000015	4.858483	0.438960	-0.000050
1288	1.2870e+00	0.8884	14.682546	0.000023	7.247901	0.654841	-0.000074
1289	1.2880e+00	0.8840	14.664330	0.000018	5.575308	0.503724	-0.000057
1290	1.2890e+00	0.8801	14.648456	0.000015	4.858483	0.438960	-0.000050
1291	1.2900e+00	0.8768	14.622955	0.000025	7.805432	0.705214	-0.000080
1292	1.2910e+00	0.8735	14.602657	0.000020	6.212487	0.561293	-0.000064
1293	1.2920e+00	0.8710	14.587825	0.000014	4.539894	0.410175	-0.000047
1294	1.2930e+00	0.8646	14.572732	0.000015	4.619541	0.417371	-0.000047
1295	1.2940e+00	0.8629	14.544367	0.000027	8.681552	0.784370	-0.000089
1296	1.2950e+00	0.8627	14.529795	0.000014	4.460247	0.402979	-0.000046
1297	1.2960e+00	0.8585	14.516263	0.000013	4.141658	0.374195	-0.000043
1298	1.2970e+00	0.8528	14.495966	0.000020	6.212487	0.561293	-0.000064
1299	1.2980e+00	0.8517	14.477490	0.000018	5.654956	0.510920	-0.000058
1300	1.2990e+00	0.8505	14.454591	0.000022	7.008959	0.633253	-0.000072
1301	1.3000e+00	0.8477	14.432732	0.000021	6.690370	0.604469	-0.000069
1302	1.3010e+00	0.8456	14.415037	0.000017	5.416014	0.489332	-0.000056
1303	1.3020e+00	0.8422	14.397342	0.000017	5.416014	0.489332	-0.000056
1304	1.3030e+00	0.8437	14.379907	-0.000017	-5.336367	-0.482136	-0.000055
1305	1.3040e+00	0.8351	14.357007	0.000022	7.008959	0.633253	-0.000072
1306	1.3050e+00	0.8315	14.338271	0.000018	5.734603	0.518116	-0.000059
1307	1.3060e+00	0.8263	14.312249	0.000025	7.964726	0.719606	-0.000082
1308	1.3070e+00	0.8254	14.298197	0.000014	4.300952	0.388587	-0.000044
1309	1.3080e+00	0.8209	14.276338	0.000021	6.690370	0.604469	-0.000069
1310	1.3090e+00	0.8201	14.252918	0.000023	7.168254	0.647645	-0.000074
1311	1.3100e+00	0.8154	14.233401	0.000019	5.973545	0.539704	-0.000061
1312	1.3110e+00	0.8120	14.213624	0.000019	6.053192	0.546901	-0.000062
1313	1.3120e+00	0.8113	14.187862	0.000025	7.885079	0.712410	-0.000081
1314	1.3130e+00	0.8084	14.165223	0.000022	6.929312	0.626057	-0.000071
1315	1.3140e+00	0.8025	14.146227	0.000018	5.814250	0.525312	-0.000060
1316	1.3150e+00	0.8016	14.122546	0.000023	7.247901	0.654841	-0.000074
1317	1.3160e+00	0.7967	14.102769	0.000019	6.053192	0.546901	-0.000062
1318	1.3170e+00	0.7952	14.081691	0.000020	6.451428	0.582881	-0.000066
1319	1.3180e+00	0.7929	14.063736	0.000017	5.495661	0.496528	-0.000056
1320	1.3190e+00	0.7907	14.041617	0.000021	6.770017	0.611665	-0.000069
1321	1.3200e+00	0.7883	14.016636	0.000024	7.646137	0.690822	-0.000078
1322	1.3210e+00	0.7866	13.995558	0.000020	6.451428	0.582881	-0.000066
1323	1.3220e+00	0.7806	13.974480	0.000020	6.451428	0.582881	-0.000066
1324	1.3230e+00	0.7787	13.940130	0.000033	10.513439	0.949880	-0.000108
1325	1.3240e+00	0.7733	13.921654	0.000018	5.654956	0.510920	-0.000058
1326	1.3250e+00	0.7722	13.903959	0.000017	5.416014	0.489332	-0.000056
1327	1.3260e+00	0.7721	13.882881	0.000020	6.451428	0.582881	-0.000066
1328	1.3270e+00	0.7636	13.858420	0.000024	7.486843	0.676430	-0.000077
1329	1.3280e+00	0.7620	13.833699	0.000024	7.566490	0.683626	-0.000078
1330	1.3290e+00	0.7583	13.805595	0.000027	8.601904	0.777174	-0.000088
1331	1.3300e+00	0.7551	13.783476	0.000021	6.770017	0.611665	-0.000069
1332	1.3310e+00	0.7531	13.762398	0.000020	6.451428	0.582881	-0.000066
1333	1.3320e+00	0.7510	13.740539	0.000021	6.690370	0.604469	-0.000069
1334	1.3330e+00	0.7473	13.719982	0.000020	6.292134	0.568489	-0.000065
1335	1.3340e+00	0.7453	13.690056	0.000029	9.159435	0.827547	-0.000094
1336	1.3350e+00	0.7408	13.664554	0.000025	7.805432	0.705214	-0.000080
1337	1.3360e+00	0.7369	13.640354	0.000023	7.407195	0.669234	-0.000076
1338	1.3370e+00	0.7334	13.616934	0.000023	7.168254	0.647645	-0.000074
1339	1.3380e+00	0.7314	13.605744	0.000011	3.424832	0.309431	-0.000035
1340	1.3390e+00	0.7287	13.562027	0.000042	13.380740	1.208938	-0.000137
1341	1.3400e+00	0.7250	13.540168	0.000021	6.690370	0.604469	-0.000069
1342	1.3410e+00	0.7257	13.512845	-0.000026	-8.362963	-0.755586	-0.000086
1343	1.3420e+00	0.7197	13.487343	0.000025	7.805432	0.705214	-0.000080
1344	1.3430e+00	0.7166	13.459499	0.000027	8.522257	0.769978	-0.000087
1345	1.3440e+00	0.7150	13.435819	0.000023	7.247901	0.654841	-0.000074
1346	1.3450e+00	0.7114	13.413960	0.000021	6.690370	0.604469	-0.000069
1347	1.3460e+00	0.7072	13.389499	0.000024	7.486843	0.676430	-0.000077
1348	1.3470e+00	0.7059	13.359053	0.000029	9.318730	0.841939	-0.000096
1349	1.3480e+00	0.7037	13.330428	0.000028	8.761199	0.791567	-0.000090
1350	1.3490e+00	0.7002	13.305187	0.000024	7.725784	0.698018	-0.000079
1351	1.3500e+00	0.6980	13.278904	0.000025	8.044374	0.726802	-0.000083
1352	1.3510e+00	0.6966	13.252362	0.000026	8.124021	0.733998	-0.000083
1353	1.3520e+00	0.6931	13.228421	0.000023	7.327548	0.662037	-0.000075
1354	1.3530e+00	0.6866	13.192771	0.000034	10.911675	0.985860	-0.000112
1355	1.3540e+00	0.6856	13.170912	0.000021	6.690370	0.604469	-0.000069
1356	1.3550e+00	0.6768	13.144629	0.000025	8.044374	0.726802	-0.000083
1357	1.3560e+00	0.6799	13.116786	-0.000027	-8.522257	-0.769978	-0.000087
1358	1.3570e+00	0.6737	13.092064	0.000024	7.566490	0.683626	-0.000078
1359	1.3580e+00	0.6712	13.056934	0.000034	10.752380	0.971468	-0.000110
1360	1.3590e+00	0.6667	13.030131	0.000026	8.203668	0.741194	-0.000084
1361	1.3600e+00	0.6693	13.002027	-0.000027	-8.601904	-0.777174	-0.000088
1362	1.3610e+00	0.6665	12.978087	0.000023	7.327548	0.662037	-0.000075
1363	1.3620e+00	0.6624	12.944258	0.000033	10.354144	0.935488	-0.000106
1364	1.3630e+00	0.6578	12.908607	0.000034	10.911675	0.985860	-0.000112
1365	1.3640e+00	0.6553	12.883626	0.000024	7.646137	0.690822	-0.000078
1366	1.3650e+00	0.6507	12.850057	0.000032	10.274497	0.928292	-0.000105
1367	1.3660e+00	0.6493	12.821433	0.000028	8.761199	0.791567	-0.000090
1368	1.3670e+00	0.6453	12.793589	0.000027	8.522257	0.769978	-0.000087
1369	1.3680e+00	0.6435	12.767567	0.000025	7.964726	0.719606	-0.000082
1370	1.3690e+00	0.6375	12.731916	0.000034	10.911675	0.985860	-0.000112
1371	1.3700e+00	0.6363	12.702771	0.000028	8.920493	0.805959	-0.000092
1372	1.3710e+00	0.6334	12.672065	0.000030	9.398377	0.849135	-0.000096
1373	1.3720e+00	0.6312	12.637716	0.000033	10.513439	0.949880	-0.000108
1374	1.3730e+00	0.6277	12.604667	0.000032	10.115202	0.913900	-0.000104
1375	1.3740e+00	0.6226	12.569277	0.000034	10.832028	0.978664	-0.000111
1376	1.3750e+00	0.6226	12.540132	0.000028	8.920493	0.805959	-0.000092
1377	1.3760e+00	0.6159	12.506824	0.000032	10.194850	0.921096	-0.000105
1378	1.3770e+00	0.6160	12.476117	-0.000030	-9.398377	-0.849135	-0.000096
1379	1.3780e+00	0.6135	12.444891	0.000030	9.557672	0.863527	-0.000098
1380	1.3790e+00	0.6094	12.410801	0.000033	10.433791	0.942684	-0.000107
1381	1.3800e+00	0.6062	12.378534	0.000031	9.876261	0.892311	-0.000101
1382	1.3810e+00	0.6040	12.347307	0.000030	9.557672	0.863527	-0.000098
1383	1.3820e+00	0.6005	12.310095	0.000036	11.389559	1.029037	-0.000117
1384	1.3830e+00	0.5984	12.271062	0.000038	11.947089	1.079409	-0.000123
1385	1.3840e+00	0.5939	12.236712	0.000033	10.513439	0.949880	-0.000108
1386	1.3850e+00	0.5917	12.200802	0.000035	10.991322	0.993056	-0.000113
1387	1.3860e+00	0.5871	12.166452	0.000033	10.513439	0.949880	-0.000108
1388	1.3870e+00	0.5869	12.133924	0.000031	9.955908	0.899507	-0.000102
1389	1.3880e+00	0.5844	12.099055	0.000034	10.672733	0.964272	-0.000110
1390	1.3890e+00	0.5795	12.061843	0.000036	11.389559	1.029037	-0.000117
1391	1.3900e+00	0.5790	12.027233	0.000033	10.593086	0.957076	-0.000109
1392	1.3910e+00	0.5749	11.984296	0.000041	13.141798	1.187350	-0.000135
1393	1.3920e+00	0.5724	11.946564	0.000036	11.548853	1.043429	-0.000119
1394	1.3930e+00	0.5687	11.907791	0.000037	11.867442	1.072213	-0.000122
1395	1.3940e+00	0.5630	11.871880	0.000035	10.991322	0.993056	-0.000113
1396	1.3950e+00	0.5603	11.837531	0.000033	10.513439	0.949880	-0.000108
1397	1.3960e+00	0.5573	11.798237	0.000038	12.026737	1.086605	-0.000123
1398	1.3970e+00	0.5557	11.750356	0.000046	14.655096	1.324075	-0.000150
1399	1.3980e+00	0.5512	11.712884	0.000036	11.469206	1.036233	-0.000118
1400	1.3990e+00	0.5504	11.680356	0.000031	9.955908	0.899507	-0.000102
1401	1.4000e+00	0.5473	11.635598	0.000043	13.699329	1.237722	-0.000141
1402	1.4010e+00	0.5424	11.589539	0.000044	14.097566	1.273703	-0.000145
1403	1.4020e+00	0.5433	11.545821	-0.000042	-13.380740	-1.208938	-0.000137
1404	1.4030e+00	0.5341	11.510951	0.000034	10.672733	0.964272	-0.000110
1405	1.4040e+00	0.5344	11.470096	-0.000039	-12.504620	-1.129781	-0.000128
1406	1.4050e+00	0.5322	11.427680	0.000041	12.982504	1.172958	-0.000133
1407	1.4060e+00	0.5283	11.380580	0.000045	14.416155	1.302487	-0.000148
1408	1.4070e+00	0.5257	11.337903	0.000041	13.062151	1.180154	-0.000134
1409	1.4080e+00	0.5222	11.297048	0.000039	12.504620	1.129781	-0.000128
1410	1.4090e+00	0.5183	11.246045	0.000049	15.610864	1.410428	-0.000160
1411	1.4100e+00	0.5209	11.200766	-0.000044	-13.858624	-1.252114	-0.000142
1412	1.4110e+00	0.5167	11.163814	0.000036	11.309911	1.021840	-0.000116
1413	1.4120e+00	0.5095	11.112030	0.000050	15.849805	1.432016	-0.000163
1414	1.4130e+00	0.5036	11.059985	0.000050	15.929453	1.439212	-0.000163
1415	1.4140e+00	0.5074	11.015227	-0.000043	-13.699329	-1.237722	-0.000141
1416	1.4150e+00	0.5027	10.969688	0.000044	13.938271	1.259310	-0.000143
1417	1.4160e+00	0.4971	10.920766	0.000047	14.973685	1.352859	-0.000154
1418	1.4170e+00	0.4977	10.874447	-0.000045	-14.177213	-1.280899	-0.000146
1419	1.4180e+00	0.4935	10.826826	0.000046	14.575449	1.316879	-0.000150
1420	1.4190e+00	0.4882	10.783629	0.000042	13.221446	1.194546	-0.000136
1421	1.4200e+00	0.4856	10.728982	0.000053	16.725925	1.511172	-0.000172
1422	1.4210e+00	0.4825	10.668871	0.000058	18.398518	1.662290	-0.000189
1423	1.4220e+00	0.4790	10.624373	0.000043	13.619682	1.230526	-0.000140
1424	1.4230e+00	0.4741	10.578573	0.000044	14.017918	1.266506	-0.000144
1425	1.4240e+00	0.4774	10.517421	-0.000059	-18.717107	-1.691074	-0.000192
1426	1.4250e+00	0.4703	10.470060	0.000046	14.495802	1.309683	-0.000149
1427	1.4260e+00	0.4672	10.414373	0.000054	17.044514	1.539957	-0.000175
1428	1.4270e+00	0.4693	10.357384	-0.000055	-17.442751	-1.575937	-0.000179
1429	1.4280e+00	0.4626	10.295971	0.000059	18.796754	1.698270	-0.000193
1430	1.4290e+00	0.4593	10.239503	0.000054	17.283456	1.561545	-0.000177
1431	1.4300e+00	0.4572	10.180433	0.000057	18.079929	1.633506	-0.000186
1432	1.4310e+00	0.4527	10.120321	0.000058	18.398518	1.662290	-0.000189
1433	1.4320e+00	0.4496	10.069838	0.000049	15.451569	1.396036	-0.000159
1434	1.4330e+00	0.4487	10.008165	0.000059	18.876401	1.705466	-0.000194
1435	1.4340e+00	0.4433	9.950916	0.000055	17.522398	1.583133	-0.000180
1436	1.4350e+00	0.4380	9.891065	0.000058	18.318870	1.655094	-0.000188
1437	1.4360e+00	0.4363	9.821065	0.000067	21.425114	1.935740	-0.000220
1438	1.4370e+00	0.4349	9.759653	0.000059	18.796754	1.698270	-0.000193
1439	1.4380e+00	0.4330	9.695117	0.000062	19.752521	1.784623	-0.000203
1440	1.4390e+00	0.4308	9.631363	0.000061	19.513579	1.763035	-0.000200
1441	1.4400e+00	0.4258	9.569690	0.000059	18.876401	1.705466	-0.000194
1442	1.4410e+00	0.4215	9.500991	0.000066	21.026877	1.899760	-0.000216
1443	1.4420e+00	0.4177	9.429950	0.000068	21.743703	1.964524	-0.000223
1444	1.4430e+00	0.4161	9.358910	0.000068	21.743703	1.964524	-0.000223
1445	1.4440e+00	0.4187	9.279542	-0.000076	-24.292415	-2.194798	-0.000249
1446	1.4450e+00	0.4124	9.207720	0.000069	21.982645	1.986112	-0.000226
1447	1.4460e+00	0.4074	9.139542	0.000066	20.867583	1.885368	-0.000214
1448	1.4470e+00	0.4039	9.069021	0.000068	21.584408	1.950132	-0.000222
1449	1.4480e+00	0.4034	8.994077	0.000072	22.938412	2.072465	-0.000235
1450	1.4490e+00	0.4007	8.925899	0.000066	20.867583	1.885368	-0.000214
1451	1.4500e+00	0.3993	8.848873	0.000074	23.575590	2.130034	-0.000242
1452	1.4510e+00	0.3929	8.760137	0.000085	27.159717	2.453856	-0.000279
1453	1.4520e+00	0.3902	8.682331	0.000075	23.814532	2.151622	-0.000244
1454	1.4530e+00	0.3891	8.599319	0.000080	25.407477	2.295543	-0.000261
1455	1.4540e+00	0.3866	8.517870	0.000078	24.929593	2.252367	-0.000256
1456	1.4550e+00	0.3848	8.439543	0.000075	23.973826	2.166014	-0.000246
1457	1.4560e+00	0.3793	8.353929	0.000082	26.203949	2.367504	-0.000269
1458	1.4570e+00	0.3750	8.270138	0.000081	25.646419	2.317131	-0.000263
1459	1.4580e+00	0.3732	8.172814	0.000094	29.788076	2.691326	-0.000306
1460	1.4590e+00	0.3680	8.077313	0.000092	29.230545	2.640954	-0.000300
1461	1.4600e+00	0.3661	7.991179	0.000083	26.363244	2.381896	-0.000271
1462	1.4610e+00	0.3635	7.902183	0.000086	27.239364	2.461052	-0.000280
1463	1.4620e+00	0.3666	7.808763	-0.000090	-28.593367	-2.583385	-0.000293
1464	1.4630e+00	0.3553	7.724191	0.000081	25.885360	2.338719	-0.000266
1465	1.4640e+00	0.3605	7.622964	-0.000097	-30.982785	-2.799267	-0.000318
1466	1.4650e+00	0.3513	7.519135	0.000100	31.779258	2.871228	-0.000326
1467	1.4660e+00	0.3461	7.421812	0.000094	29.788076	2.691326	-0.000306
1468	1.4670e+00	0.3469	7.321366	-0.000097	-30.743843	-2.777679	-0.000316
1469	1.4680e+00	0.3420	7.222741	0.000095	30.186313	2.727307	-0.000310
1470	1.4690e+00	0.3412	7.126199	0.000093	29.549135	2.669738	-0.000303
1471	1.4700e+00	0.3364	7.027314	0.000095	30.265960	2.734503	-0.000311
1472	1.4710e+00	0.3370	6.927909	-0.000096	-30.425254	-2.748895	-0.000312
1473	1.4720e+00	0.3299	6.787129	0.000135	43.089169	3.893068	-0.000442
1474	1.4730e+00	0.3269	6.663783	0.000119	37.752803	3.410932	-0.000387
1475	1.4740e+00	0.3239	6.536274	0.000123	39.027159	3.526069	-0.000401
1476	1.4750e+00	0.3200	6.428281	0.000104	33.053614	2.986365	-0.000339
1477	1.4760e+00	0.3188	6.314564	0.000109	34.805854	3.144678	-0.000357
1478	1.4770e+00	0.3175	6.203709	0.000107	33.929734	3.065521	-0.000348
1479	1.4780e+00	0.3094	6.093895	0.000106	33.611145	3.036737	-0.000345
1480	1.4790e+00	0.3136	5.952334	-0.000136	-43.328111	-3.914656	-0.000445
1481	1.4800e+00	0.3085	5.820922	0.000126	40.221868	3.634010	-0.000413
1482	1.4810e+00	0.3054	5.692632	0.000123	39.266101	3.547657	-0.000403
1483	1.4820e+00	0.3002	5.560699	0.000127	40.381162	3.648402	-0.000414
1484	1.4830e+00	0.3001	5.435532	0.000120	38.310333	3.461305	-0.000393
1485	1.4840e+00	0.2998	5.317911	0.000113	36.000563	3.252619	-0.000370
1486	1.4850e+00	0.2898	5.190922	0.000122	38.867864	3.511677	-0.000399
1487	1.4860e+00	0.2858	5.044938	0.000140	44.682114	4.036989	-0.000459
1488	1.4870e+00	0.2857	4.881518	0.000157	50.018481	4.519125	-0.000513
1489	1.4880e+00	0.2828	4.728507	0.000147	46.832591	4.231283	-0.000481
1490	1.4890e+00	0.2859	4.579659	-0.000143	-45.558234	-4.116146	-0.000468
1491	1.4900e+00	0.2773	4.443303	0.000131	41.735166	3.770735	-0.000428
1492	1.4910e+00	0.2772	4.303563	0.000134	42.770580	3.864284	-0.000439
1493	1.4920e+00	0.2713	4.173712	0.000125	39.743984	3.590834	-0.000408
1494	1.4930e+00	0.2669	4.027987	0.000140	44.602467	4.029793	-0.000458
1495	1.4940e+00	0.2668	3.866389	0.000155	49.460950	4.468753	-0.000508
1496	1.4950e+00	0.2637	3.698806	0.000161	51.292837	4.634262	-0.000526
1497	1.4960e+00	0.2569	3.540070	0.000153	48.584830	4.389596	-0.000499
1498	1.4970e+00	0.2601	3.381334	-0.000153	-48.584830	-4.389596	-0.000499
1499	1.4980e+00	0.2528	3.229624	0.000146	46.434354	4.195303	-0.000477
1500	1.4990e+00	0.2507	3.081557	0.000142	45.319293	4.094558	-0.000465
1501	1.5000e+00	0.2491	2.930888	0.000145	46.115765	4.166518	-0.000473
1502	1.5010e+00	0.2454	2.765387	0.000159	50.655659	4.576694	-0.000520
